timestamp_lectura,BER,OSNR (dB),Potencia_Receptor (dBm),G_Obj_EDFA1 (dB),G_Real_EDFA1 (dB),G_Obj_EDFA3 (dB),G_Real_EDFA3 (dB),G_Obj_EDFA4 (dB),G_Real_EDFA4 (dB),Pin_EDFA3 (dBm),Pout_EDFA3 (dBm),Pin_EDFA4 (dBm),Pout_EDFA4 (dBm),scenario,ventana_idx,Id_Falla
2025-12-19T12:18:33.389584,2.522668e-03,27.80,6.44,13.44,0.0,27.29,29.73,24.29,24.96,-25.13,4.6,-16.87,8.09,Operación Normal,0,0
2025-12-19T12:18:36.582064,2.488799e-03,27.80,6.44,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:39.790830,2.454491e-03,27.80,6.44,13.44,0.0,27.29,29.72,24.29,24.94,-25.14,4.58,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:42.974318,2.566347e-03,27.40,6.44,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:46.180046,2.542910e-03,27.40,6.44,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:49.404436,2.644181e-03,28.30,6.44,13.44,0.0,27.29,29.76,24.29,24.94,-25.13,4.63,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:52.615969,2.347679e-03,27.00,6.44,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:55.847407,2.340792e-03,27.40,6.44,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:18:59.059860,2.451808e-03,28.30,6.43,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:19:02.264226,2.373650e-03,28.70,6.43,13.44,0.0,27.29,29.73,24.29,24.94,-25.13,4.6,-16.87,8.07,Operación Normal,0,0
2025-12-19T12:19:17.256778,2.537857e-03,27.40,6.57,13.83,0.0,27.25,29.61,24.49,24.91,-24.88,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:19:20.477223,2.445651e-03,27.80,6.57,13.83,0.0,27.25,29.64,24.49,24.88,-24.88,4.76,-16.7,8.18,Operación Normal,1,0
2025-12-19T12:19:23.700669,2.552661e-03,27.80,6.57,13.83,0.0,27.25,29.61,24.49,24.88,-24.88,4.73,-16.7,8.18,Operación Normal,1,0
2025-12-19T12:19:26.897151,2.539564e-03,28.30,6.57,13.83,0.0,27.25,29.61,24.49,24.88,-24.88,4.73,-16.7,8.18,Operación Normal,1,0
2025-12-19T12:19:30.133474,2.539576e-03,28.30,6.57,13.83,0.0,27.25,29.62,24.49,24.91,-24.89,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:19:33.350267,2.592347e-03,27.80,6.57,13.83,0.0,27.25,29.62,24.49,24.87,-24.89,4.73,-16.67,8.2,Operación Normal,1,0
2025-12-19T12:19:36.541740,2.553257e-03,27.40,6.57,13.83,0.0,27.25,29.61,24.49,24.88,-24.88,4.73,-16.7,8.18,Operación Normal,1,0
2025-12-19T12:19:39.755148,2.553481e-03,28.30,6.59,13.83,0.0,27.25,29.62,24.49,24.85,-24.89,4.73,-16.67,8.18,Operación Normal,1,0
2025-12-19T12:19:42.954660,2.594912e-03,27.40,6.57,13.83,0.0,27.25,29.62,24.49,24.91,-24.89,4.73,-16.7,8.21,Operación Normal,1,0
2025-12-19T12:19:46.176063,2.507770e-03,27.80,6.57,13.83,0.0,27.25,29.62,24.49,24.89,-24.89,4.73,-16.67,8.22,Operación Normal,1,0
2025-12-19T12:20:01.331418,2.469705e-03,28.30,6.59,13.64,0.0,5.62,29.62,24.03,24.87,-24.89,4.73,-16.67,8.2,Falla EDFA3,0,1
2025-12-19T12:20:04.637358,2.673988e-03,27.80,6.59,13.64,0.0,5.62,29.62,24.03,24.87,-24.89,4.73,-16.67,8.2,Falla EDFA3,0,1
2025-12-19T12:20:07.969401,2.491190e-03,27.80,6.59,13.64,0.0,5.62,29.62,24.03,24.87,-24.89,4.73,-16.67,8.2,Falla EDFA3,0,1
2025-12-19T12:20:11.165442,2.510318e-03,29.10,6.59,13.64,0.0,5.62,29.62,24.03,24.87,-24.89,4.73,-16.67,8.2,Falla EDFA3,0,1
